Name,CSD_Refcode,Database_Acronym,Generic_Identity,Calculation_Type,Density,GSA,VSA,VF,PV,LCD,PLD,Source,Crystal_Structure_File_Type,Crystal_Structure_Availability,matched_not_open_in_col,OOD_flag
QIVLUE_clean,QIVLUE,CoRE 2019,Real,Machine Learning,1.13303,1603.06,1816.32,0.6052,0.534141,7.23915,5.25131,DOI: 10.5281/zenodo.3536020,CIF (P1 Symmetry),Open Source,,0
QIVQAP_clean,QIVQAP,CoRE 2019,Real,Machine Learning,1.08722,866.452,942.027,0.4728,0.434869,5.96532,3.96258,DOI: 10.5281/zenodo.3536021,CIF (P1 Symmetry),Open Source,,0
QIVYUR_clean,QIVYUR,CoRE 2019,Real,Machine Learning,1.26329,590.155,745.535,0.457,0.361755,4.21696,3.7868,DOI: 10.5281/zenodo.3536022,CIF (P1 Symmetry),Open Source,,0
QIVZEC_clean,QIVZEC,CoRE 2019,Real,Machine Learning,1.23808,0.0,0.0,0.4712,0.380588,5.08249,2.6083,DOI: 10.5281/zenodo.3536023,CIF (P1 Symmetry),Open Source,,0
QIWCOQ_clean,QIWCOQ,CoRE 2019,Real,Machine Learning,0.88756,1921.9,1705.8,0.6366,0.717248,7.90536,6.37424,DOI: 10.5281/zenodo.3536024,CIF (P1 Symmetry),Open Source,,0
QIWCUW_clean,QIWCUW,CoRE 2019,Real,Machine Learning,1.07018,1327.48,1420.64,0.559,0.522341,6.59158,5.54904,DOI: 10.5281/zenodo.3536025,CIF (P1 Symmetry),Open Source,,0
QIWDAD_clean,QIWDAD,CoRE 2019,Real,Machine Learning,1.21213,1108.79,1344.0,0.534,0.440547,6.43304,5.54968,DOI: 10.5281/zenodo.3536026,CIF (P1 Symmetry),Open Source,,0
QIWDOQ_clean,QIWDOQ,CoRE 2019,Real,Machine Learning,1.81873,0.0,0.0,0.3814,0.209707,3.75945,2.71057,DOI: 10.5281/zenodo.3536027,CIF (P1 Symmetry),Open Source,,0
QIWDOR_clean,QIWDOR,CoRE 2019,Real,Machine Learning,1.55074,440.007,682.335,0.3988,0.257168,4.59203,4.06699,DOI: 10.5281/zenodo.3536028,CIF (P1 Symmetry),Open Source,,0
QIWGOU_clean,QIWGOU,CoRE 2019,Real,Machine Learning,1.51133,135.46,204.724,0.4446,0.294179,4.95412,3.59777,DOI: 10.5281/zenodo.3536029,CIF (P1 Symmetry),Open Source,,0
QIWHEL_clean,QIWHEL,CoRE 2019,Real,Machine Learning,1.40383,939.391,1318.74,0.5748,0.409452,6.23289,3.57497,DOI: 10.5281/zenodo.3541544,CIF (P1 Symmetry),Open Source,,0
QIWPET_clean,QIWPET,CoRE 2019,Real,Machine Learning,1.18214,1252.22,1480.3,0.543,0.459336,6.87756,5.53647,DOI: 10.5281/zenodo.3536030,CIF (P1 Symmetry),Open Source,,0
QIWQES_clean,QIWQES,CoRE 2019,Real,Machine Learning,0.848839,3129.72,2656.63,0.6752,0.795439,6.44452,4.39633,DOI: 10.5281/zenodo.3541545,CIF (P1 Symmetry),Open Source,,0
QIXNES_clean,QIXNES,CoRE 2019,Real,Machine Learning,1.33406,1142.54,1524.22,0.5456,0.408976,5.40564,4.53621,DOI: 10.5281/zenodo.3536031,CIF (P1 Symmetry),Open Source,,0
QIXNIW_clean,QIXNIW,CoRE 2019,Real,Machine Learning,1.68575,883.622,1489.56,0.5396,0.320096,5.3327,4.51343,DOI: 10.5281/zenodo.3536032,CIF (P1 Symmetry),Open Source,,0
QIXSOG_clean,QIXSOG,CoRE 2019,Real,Machine Learning,0.608086,4800.71,2919.24,0.776,1.27614,7.51562,5.04263,DOI: 10.5281/zenodo.3536034,CIF (P1 Symmetry),Open Source,,1
QIXSOG01_clean,QIXSOG01,CoRE 2019,Real,Machine Learning,0.607311,4800.8,2915.58,0.7764,1.27842,7.54214,5.04155,DOI: 10.5281/zenodo.3536033,CIF (P1 Symmetry),Open Source,,1
QIYBUX_clean,QIYBUX,CoRE 2019,Real,Machine Learning,1.12739,0.0,0.0,0.5016,0.444922,5.04331,2.5496,DOI: 10.5281/zenodo.3536035,CIF (P1 Symmetry),Open Source,,0
QIYCAE_clean,QIYCAE,CoRE 2019,Real,Machine Learning,1.14656,0.0,0.0,0.4844,0.422481,4.96943,3.02335,DOI: 10.5281/zenodo.3536036,CIF (P1 Symmetry),Open Source,,0
QIYCEI_clean,QIYCEI,CoRE 2019,Real,Machine Learning,1.12085,0.0,0.0,0.489,0.436275,5.02156,2.5839,DOI: 10.5281/zenodo.3536037,CIF (P1 Symmetry),Open Source,,0
QIYCIM_clean,QIYCIM,CoRE 2019,Real,Machine Learning,1.14909,0.0,0.0,0.4856,0.422594,5.0543,2.92143,DOI: 10.5281/zenodo.3536038,CIF (P1 Symmetry),Open Source,,0
QIYCOS_clean,QIYCOS,CoRE 2019,Real,Machine Learning,1.13718,0.0,0.0,0.4942,0.434582,4.98252,2.67355,DOI: 10.5281/zenodo.3536039,CIF (P1 Symmetry),Open Source,,0
QIYDAF_clean,QIYDAF,CoRE 2019,Real,Machine Learning,0.403152,4545.03,1832.34,0.8334,2.06721,22.97967,8.76388,DOI: 10.5281/zenodo.3536040,CIF (P1 Symmetry),Open Source,,1
QIYDAF01_clean,QIYDAF01,CoRE 2019,Real,Machine Learning,0.303251,5615.12,1702.79,0.8664,2.85704,22.00141,13.57926,DOI: 10.5281/zenodo.3541546,CIF (P1 Symmetry),Open Source,,1
QIYDEJ_clean,QIYDEJ,CoRE 2019,Real,Machine Learning,0.431427,4398.73,1897.73,0.814,1.88676,22.48969,11.55679,DOI: 10.5281/zenodo.3536041,CIF (P1 Symmetry),Open Source,,1
QIYDIN_clean,QIYDIN,CoRE 2019,Real,Machine Learning,0.197643,6628.79,1310.13,0.9182,4.64576,29.975,15.02249,DOI: 10.5281/zenodo.3536043,CIF (P1 Symmetry),Open Source,,1
QIYDIN01_clean,QIYDIN01,CoRE 2019,Real,Machine Learning,0.395741,4598.09,1819.65,0.8328,2.10441,21.60142,10.45655,DOI: 10.5281/zenodo.3536042,CIF (P1 Symmetry),Open Source,,1
QIYDOT_clean,QIYDOT,CoRE 2019,Real,Machine Learning,0.211978,6349.95,1346.05,0.9118,4.30139,19.81856,17.06364,DOI: 10.5281/zenodo.3536044,CIF (P1 Symmetry),Open Source,,1
QIYQAR_clean,QIYQAR,CoRE 2019,Real,Machine Learning,1.82518,0.0,0.0,0.4794,0.262659,3.54215,2.80365,DOI: 10.5281/zenodo.3536045,CIF (P1 Symmetry),Open Source,,0
QIZLIW_clean,QIZLIW,CoRE 2019,Real,Machine Learning,1.52092,1016.49,1546.0,0.5696,0.374511,6.45845,5.65073,DOI: 10.5281/zenodo.3536046,CIF (P1 Symmetry),Open Source,,0
QIZLOC_clean,QIZLOC,CoRE 2019,Real,Machine Learning,1.56957,1000.81,1570.83,0.5626,0.358443,6.39456,5.35581,DOI: 10.5281/zenodo.3536047,CIF (P1 Symmetry),Open Source,,0
QIZMIX_clean,QIZMIX,CoRE 2019,Real,Machine Learning,1.53761,0.0,0.0,0.3672,0.238813,4.05438,2.49002,DOI: 10.5281/zenodo.3536048,CIF (P1 Symmetry),Open Source,,0
QOBGEV_clean,QOBGEV,CoRE 2019,Real,Machine Learning,1.10244,1413.04,1557.79,0.6186,0.56112,7.79609,3.48851,DOI: 10.5281/zenodo.3536049,CIF (P1 Symmetry),Open Source,,0
QOBPEE_clean,QOBPEE,CoRE 2019,Real,Machine Learning,1.67865,632.793,1062.24,0.4286,0.255324,5.93943,5.1846,DOI: 10.5281/zenodo.3536050,CIF (P1 Symmetry),Open Source,,0
QOBWEJ_clean,QOBWEJ,CoRE 2019,Real,Machine Learning,2.00105,0.0,0.0,0.5418,0.270757,4.72732,2.92871,DOI: 10.5281/zenodo.3536052,CIF (P1 Symmetry),Open Source,,0
QOBWEJ01_clean,QOBWEJ01,CoRE 2019,Real,Machine Learning,2.00966,0.0,0.0,0.53,0.263727,4.69819,2.92267,DOI: 10.5281/zenodo.3536051,CIF (P1 Symmetry),Open Source,,0
QOBWIN_clean,QOBWIN,CoRE 2019,Real,Machine Learning,2.05144,0.0,0.0,0.5346,0.260598,4.6196,3.06253,DOI: 10.5281/zenodo.3536054,CIF (P1 Symmetry),Open Source,,0
QOBZAI_clean,QOBZAI,CoRE 2019,Real,Machine Learning,1.79721,0.0,0.0,0.4576,0.254616,6.49551,2.57817,DOI: 10.5281/zenodo.3536055,CIF (P1 Symmetry),Open Source,,0
QOCBEQ_clean,QOCBEQ,CoRE 2019,Real,Machine Learning,0.972106,1405.06,1365.87,0.5562,0.57216,7.46191,4.2677,DOI: 10.5281/zenodo.3536056,CIF (P1 Symmetry),Open Source,,0
QOCBUH_clean,QOCBUH,CoRE 2019,Real,Machine Learning,1.65942,653.917,1085.12,0.4334,0.261175,5.62714,5.2779,DOI: 10.5281/zenodo.3536057,CIF (P1 Symmetry),Open Source,,0
QOCRUW_clean,QOCRUW,CoRE 2019,Real,Machine Learning,1.38102,1071.43,1479.67,0.5506,0.398692,5.79604,4.18591,DOI: 10.5281/zenodo.3536058,CIF (P1 Symmetry),Open Source,,0
QOCSAD_clean,QOCSAD,CoRE 2019,Real,Machine Learning,1.39648,1051.36,1468.21,0.5488,0.392987,5.79442,4.21505,DOI: 10.5281/zenodo.3536059,CIF (P1 Symmetry),Open Source,,0
QOCSEH_clean,QOCSEH,CoRE 2019,Real,Machine Learning,1.44217,969.093,1397.59,0.5398,0.374298,5.70812,4.12503,DOI: 10.5281/zenodo.3536060,CIF (P1 Symmetry),Open Source,,0
QODHUO_clean,QODHUO,CoRE 2019,Real,Machine Learning,1.33459,766.423,1022.86,0.4802,0.35981,7.01702,3.80696,DOI: 10.5281/zenodo.3536074,CIF (P1 Symmetry),Open Source,,0
QODHUO01_clean,QODHUO01,CoRE 2019,Real,Machine Learning,1.3176,774.937,1021.05,0.496,0.376443,7.02176,3.66753,DOI: 10.5281/zenodo.3536061,CIF (P1 Symmetry),Open Source,,0
QODHUO02_clean,QODHUO02,CoRE 2019,Real,Machine Learning,1.31371,772.431,1014.75,0.5018,0.381972,7.03734,3.63732,DOI: 10.5281/zenodo.3536062,CIF (P1 Symmetry),Open Source,,0
QODHUO03_clean,QODHUO03,CoRE 2019,Real,Machine Learning,1.33247,761.274,1014.37,0.4906,0.368189,7.01529,3.79079,DOI: 10.5281/zenodo.3536063,CIF (P1 Symmetry),Open Source,,0
QODHUO04_clean,QODHUO04,CoRE 2019,Real,Machine Learning,1.31094,793.032,1039.62,0.501,0.382168,7.0665,3.70053,DOI: 10.5281/zenodo.3536064,CIF (P1 Symmetry),Open Source,,0
QODHUO05_clean,QODHUO05,CoRE 2019,Real,Machine Learning,1.31954,775.964,1023.92,0.4934,0.373918,7.05009,3.74248,DOI: 10.5281/zenodo.3536065,CIF (P1 Symmetry),Open Source,,0
QODHUO06_clean,QODHUO06,CoRE 2019,Real,Machine Learning,1.3253,766.86,1016.32,0.4928,0.37184,7.04216,3.76029,DOI: 10.5281/zenodo.3536066,CIF (P1 Symmetry),Open Source,,0
QODHUO07_clean,QODHUO07,CoRE 2019,Real,Machine Learning,1.32931,764.667,1016.48,0.4848,0.364699,7.03774,3.77448,DOI: 10.5281/zenodo.3536067,CIF (P1 Symmetry),Open Source,,0
QODHUO08_clean,QODHUO08,CoRE 2019,Real,Machine Learning,1.31235,779.863,1023.45,0.497,0.378709,7.07082,3.72352,DOI: 10.5281/zenodo.3536068,CIF (P1 Symmetry),Open Source,,0
QODHUO09_clean,QODHUO09,CoRE 2019,Real,Machine Learning,1.33794,752.957,1007.41,0.4858,0.363096,7.01869,3.81528,DOI: 10.5281/zenodo.3536069,CIF (P1 Symmetry),Open Source,,0
QODHUO10_clean,QODHUO10,CoRE 2019,Real,Machine Learning,1.33845,757.851,1014.35,0.488,0.364601,7.01033,3.79821,DOI: 10.5281/zenodo.3536070,CIF (P1 Symmetry),Open Source,,0
QODHUO11_clean,QODHUO11,CoRE 2019,Real,Machine Learning,1.3366,753.939,1007.71,0.4868,0.364209,7.01042,3.80896,DOI: 10.5281/zenodo.3536071,CIF (P1 Symmetry),Open Source,,0
QODHUO12_clean,QODHUO12,CoRE 2019,Real,Machine Learning,1.33735,758.26,1014.06,0.4828,0.361012,7.0091,3.78553,DOI: 10.5281/zenodo.3536072,CIF (P1 Symmetry),Open Source,,0
QODHUO13_clean,QODHUO13,CoRE 2019,Real,Machine Learning,1.32807,761.958,1011.93,0.4912,0.36986,7.01938,3.75717,DOI: 10.5281/zenodo.3536073,CIF (P1 Symmetry),Open Source,,0
QODPOQ_clean,QODPOQ,CoRE 2019,Real,Machine Learning,1.31521,781.463,1027.79,0.4944,0.37591,7.05519,3.79599,DOI: 10.5281/zenodo.3536075,CIF (P1 Symmetry),Open Source,,0
QODQEH_clean,QODQEH,CoRE 2019,Real,Machine Learning,1.31088,780.716,1023.42,0.4996,0.381118,7.07208,3.67099,DOI: 10.5281/zenodo.3536076,CIF (P1 Symmetry),Open Source,,0
QODSUZ_clean,QODSUZ,CoRE 2019,Real,Machine Learning,1.32015,768.665,1014.75,0.4954,0.375261,7.02333,3.67551,DOI: 10.5281/zenodo.3536077,CIF (P1 Symmetry),Open Source,,0
QODTOU_clean,QODTOU,CoRE 2019,Real,Machine Learning,1.13955,966.618,1101.51,0.5248,0.460532,6.30486,3.67778,DOI: 10.5281/zenodo.3536078,CIF (P1 Symmetry),Open Source,,0
QOFBIY_clean,QOFBIY,CoRE 2019,Real,Machine Learning,1.3363,759.23,1014.56,0.4868,0.364289,7.01606,3.82362,DOI: 10.5281/zenodo.3536081,CIF (P1 Symmetry),Open Source,,0
QOFBIY01_clean,QOFBIY01,CoRE 2019,Real,Machine Learning,1.33462,757.254,1010.65,0.4866,0.364598,7.02313,3.82948,DOI: 10.5281/zenodo.3536079,CIF (P1 Symmetry),Open Source,,0
QOFBIY02_clean,QOFBIY02,CoRE 2019,Real,Machine Learning,1.33192,763.856,1017.39,0.4894,0.36744,7.03275,3.83288,DOI: 10.5281/zenodo.3536080,CIF (P1 Symmetry),Open Source,,0
QOFCAR_clean,QOFCAR,CoRE 2019,Real,Machine Learning,1.33044,770.483,1025.08,0.4874,0.366345,7.04297,3.82338,DOI: 10.5281/zenodo.3536082,CIF (P1 Symmetry),Open Source,,0
QOFCEV_clean,QOFCEV,CoRE 2019,Real,Machine Learning,1.32731,763.33,1013.17,0.4912,0.370073,7.0406,3.82805,DOI: 10.5281/zenodo.3536083,CIF (P1 Symmetry),Open Source,,0
QOFCIZ_clean,QOFCIZ,CoRE 2019,Real,Machine Learning,1.32486,771.322,1021.89,0.4928,0.371964,7.04341,3.83129,DOI: 10.5281/zenodo.3536084,CIF (P1 Symmetry),Open Source,,0
QOFCOF_clean,QOFCOF,CoRE 2019,Real,Machine Learning,1.32333,774.676,1025.15,0.4948,0.373906,7.02932,3.80353,DOI: 10.5281/zenodo.3536085,CIF (P1 Symmetry),Open Source,,0
QOFDAS_clean,QOFDAS,CoRE 2019,Real,Machine Learning,1.32324,781.008,1033.46,0.4904,0.370605,7.03553,3.81631,DOI: 10.5281/zenodo.3536086,CIF (P1 Symmetry),Open Source,,0
QOFDEW_clean,QOFDEW,CoRE 2019,Real,Machine Learning,1.32008,779.869,1029.49,0.4982,0.377401,7.03046,3.79465,DOI: 10.5281/zenodo.3536087,CIF (P1 Symmetry),Open Source,,0
QOFDIA_clean,QOFDIA,CoRE 2019,Real,Machine Learning,1.31482,782.123,1028.35,0.4968,0.377845,7.0591,3.80398,DOI: 10.5281/zenodo.3536095,CIF (P1 Symmetry),Open Source,,0
QOFDIA01_clean,QOFDIA01,CoRE 2019,Real,Machine Learning,1.31589,774.626,1019.32,0.4958,0.37678,7.07034,3.75403,DOI: 10.5281/zenodo.3536088,CIF (P1 Symmetry),Open Source,,0
QOFDIA02_clean,QOFDIA02,CoRE 2019,Real,Machine Learning,1.33425,761.974,1016.66,0.4834,0.362301,7.01083,3.77871,DOI: 10.5281/zenodo.3536089,CIF (P1 Symmetry),Open Source,,0
QOFDIA03_clean,QOFDIA03,CoRE 2019,Real,Machine Learning,1.33237,757.135,1008.79,0.4842,0.363411,7.02821,3.76639,DOI: 10.5281/zenodo.3536090,CIF (P1 Symmetry),Open Source,,0
QOFDIA05_clean,QOFDIA05,CoRE 2019,Real,Machine Learning,1.32702,766.718,1017.45,0.49,0.36925,7.02958,3.74465,DOI: 10.5281/zenodo.3536091,CIF (P1 Symmetry),Open Source,,0
QOFDIA06_clean,QOFDIA06,CoRE 2019,Real,Machine Learning,1.32411,774.855,1025.99,0.4912,0.370967,7.01624,3.71089,DOI: 10.5281/zenodo.3536092,CIF (P1 Symmetry),Open Source,,0
QOFDIA07_clean,QOFDIA07,CoRE 2019,Real,Machine Learning,1.32374,782.845,1036.28,0.4912,0.371071,7.02954,3.71586,DOI: 10.5281/zenodo.3536093,CIF (P1 Symmetry),Open Source,,0
QOFDIA08_clean,QOFDIA08,CoRE 2019,Real,Machine Learning,1.32259,774.255,1024.02,0.4926,0.372451,7.02793,3.71306,DOI: 10.5281/zenodo.3536094,CIF (P1 Symmetry),Open Source,,0
QOFDOG_clean,QOFDOG,CoRE 2019,Real,Machine Learning,1.31604,779.109,1025.34,0.4946,0.375823,7.06378,3.79902,DOI: 10.5281/zenodo.3536096,CIF (P1 Symmetry),Open Source,,0
QOFKUT_clean,QOFKUT,CoRE 2019,Real,Machine Learning,1.31152,863.381,1132.35,0.538,0.410209,5.30234,4.62006,DOI: 10.5281/zenodo.3536097,CIF (P1 Symmetry),Open Source,,0
QOFLAA_clean,QOFLAA,CoRE 2019,Real,Machine Learning,0.77122,3023.99,2332.16,0.771,0.999714,9.67197,6.44372,DOI: 10.5281/zenodo.3536098,CIF (P1 Symmetry),Open Source,,0
QOFPAE_clean,QOFPAE,CoRE 2019,Real,Machine Learning,3.42955,565.785,1940.39,0.5998,0.174892,5.80282,4.70685,DOI: 10.5281/zenodo.3536099,CIF (P1 Symmetry),Open Source,,1
QOGGID_clean,QOGGID,CoRE 2019,Real,Machine Learning,2.32432,431.637,1003.26,0.4844,0.208405,4.77502,3.54489,DOI: 10.5281/zenodo.3541547,CIF (P1 Symmetry),Open Source,,0
QOGPIM_clean,QOGPIM,CoRE 2019,Real,Machine Learning,0.990851,1175.15,1164.4,0.5774,0.582731,12.64784,4.86083,DOI: 10.5281/zenodo.3541548,CIF (P1 Symmetry),Open Source,,1
QOGREK_clean,QOGREK,CoRE 2019,Real,Machine Learning,1.2003,0.0,0.0,0.5638,0.469716,3.84381,3.01611,DOI: 10.5281/zenodo.3541549,CIF (P1 Symmetry),Open Source,,0
QOGZET_clean,QOGZET,CoRE 2019,Real,Machine Learning,2.02292,0.0,0.0,0.4608,0.22779,4.96309,2.71489,DOI: 10.5281/zenodo.3536100,CIF (P1 Symmetry),Open Source,,0
QOHTOX_clean,QOHTOX,CoRE 2019,Real,Machine Learning,1.18737,0.0,0.0,0.4748,0.399874,3.99648,2.79601,DOI: 10.5281/zenodo.3536101,CIF (P1 Symmetry),Open Source,,0
QOHTUD_clean,QOHTUD,CoRE 2019,Real,Machine Learning,1.12235,812.727,912.162,0.4922,0.438545,6.67584,5.81143,DOI: 10.5281/zenodo.3536102,CIF (P1 Symmetry),Open Source,,0
QOHYET_clean,QOHYET,CoRE 2019,Real,Machine Learning,1.43346,806.137,1155.57,0.5024,0.350479,5.66796,4.25652,DOI: 10.5281/zenodo.3536103,CIF (P1 Symmetry),Open Source,,0
QOJKAB_clean,QOJKAB,CoRE 2019,Real,Machine Learning,1.16562,1815.58,2116.28,0.6686,0.5736,5.80501,4.09157,DOI: 10.5281/zenodo.3536104,CIF (P1 Symmetry),Open Source,,0
QOJTUE_clean,QOJTUE,CoRE 2019,Real,Machine Learning,1.39072,1059.64,1473.66,0.5964,0.428841,4.99075,4.07072,DOI: 10.5281/zenodo.3536105,CIF (P1 Symmetry),Open Source,,0
QOJVAM_clean,QOJVAM,CoRE 2019,Real,Machine Learning,1.3881,1054.95,1464.38,0.585,0.421438,5.27687,4.07489,DOI: 10.5281/zenodo.3536106,CIF (P1 Symmetry),Open Source,,0
QOJYEV_clean,QOJYEV,CoRE 2019,Real,Machine Learning,1.63197,0.0,0.0,0.3946,0.241793,4.12598,2.58689,DOI: 10.5281/zenodo.3536107,CIF (P1 Symmetry),Open Source,,0
QOKCID_clean,QOKCID,CoRE 2019,Real,Machine Learning,1.71497,253.939,435.499,0.3688,0.215047,4.30865,3.85554,DOI: 10.5281/zenodo.3536108,CIF (P1 Symmetry),Open Source,,0
QOKKAE_clean,QOKKAE,CoRE 2019,Real,Machine Learning,1.9759,350.838,693.219,0.5434,0.275014,4.41255,3.41758,DOI: 10.5281/zenodo.3536109,CIF (P1 Symmetry),Open Source,,0
QOKWEU_clean,QOKWEU,CoRE 2019,Real,Machine Learning,1.1097,1231.06,1366.1,0.569,0.512752,8.46064,7.66007,DOI: 10.5281/zenodo.3541550,CIF (P1 Symmetry),Open Source,,0
QOLVET_clean,QOLVET,CoRE 2019,Real,Machine Learning,1.83396,385.727,707.407,0.4316,0.235338,4.18106,3.97053,DOI: 10.5281/zenodo.3536110,CIF (P1 Symmetry),Open Source,,0
QOMDUS_clean,QOMDUS,CoRE 2019,Real,Machine Learning,1.56934,798.122,1252.52,0.5388,0.343329,5.73732,4.27265,DOI: 10.5281/zenodo.3536111,CIF (P1 Symmetry),Open Source,,0
QOMFAA_clean,QOMFAA,CoRE 2019,Real,Machine Learning,1.08192,1371.17,1483.49,0.5824,0.538305,5.35735,4.20957,DOI: 10.5281/zenodo.3536112,CIF (P1 Symmetry),Open Source,,0
QOMFEE_clean,QOMFEE,CoRE 2019,Real,Machine Learning,0.956504,2272.05,2173.22,0.6332,0.661994,6.23329,4.79223,DOI: 10.5281/zenodo.3536113,CIF (P1 Symmetry),Open Source,,0
QOMGIK_clean,QOMGIK,CoRE 2019,Real,Machine Learning,0.756037,2627.14,1986.21,0.6898,0.912389,9.23094,6.8583,DOI: 10.5281/zenodo.3536114,CIF (P1 Symmetry),Open Source,,0
QOMGOQ_clean,QOMGOQ,CoRE 2019,Real,Machine Learning,0.736889,2678.61,1973.84,0.6916,0.93854,9.82138,6.4421,DOI: 10.5281/zenodo.3536115,CIF (P1 Symmetry),Open Source,,0
QOMRUH_clean,QOMRUH,CoRE 2019,Real,Machine Learning,0.946458,2426.22,2296.32,0.6568,0.693956,5.91598,4.8393,DOI: 10.5281/zenodo.3536116,CIF (P1 Symmetry),Open Source,,0
QOMSAO_clean,QOMSAO,CoRE 2019,Real,Machine Learning,0.913349,2557.31,2335.71,0.6626,0.725462,6.28295,5.19194,DOI: 10.5281/zenodo.3536117,CIF (P1 Symmetry),Open Source,,0
QOMSES_clean,QOMSES,CoRE 2019,Real,Machine Learning,0.949674,2359.47,2240.73,0.658,0.692869,5.8822,4.848,DOI: 10.5281/zenodo.3536118,CIF (P1 Symmetry),Open Source,,0
QOMTET_clean,QOMTET,CoRE 2019,Real,Machine Learning,1.34356,843.42,1133.18,0.5016,0.373337,4.76534,3.95054,DOI: 10.5281/zenodo.3536119,CIF (P1 Symmetry),Open Source,,0
QONKUB_clean,QONKUB,CoRE 2019,Real,Machine Learning,0.9162,2549.56,2335.91,0.6696,0.730845,6.24349,5.12734,DOI: 10.5281/zenodo.3536120,CIF (P1 Symmetry),Open Source,,0
QONLAI_clean,QONLAI,CoRE 2019,Real,Machine Learning,0.939951,2466.88,2318.74,0.6558,0.697696,6.10211,4.91381,DOI: 10.5281/zenodo.3536121,CIF (P1 Symmetry),Open Source,,0
QONLEM_clean,QONLEM,CoRE 2019,Real,Machine Learning,0.936419,2524.31,2363.81,0.6642,0.709298,5.90984,4.72024,DOI: 10.5281/zenodo.3536122,CIF (P1 Symmetry),Open Source,,0
QONLIQ_clean,QONLIQ,CoRE 2019,Real,Machine Learning,0.931336,2482.22,2311.78,0.6534,0.701573,6.00653,4.86996,DOI: 10.5281/zenodo.3536123,CIF (P1 Symmetry),Open Source,,0
QONQAM_clean,QONQAM,CoRE 2019,Real,Machine Learning,0.957388,1700.38,1627.93,0.609,0.636106,6.95521,6.65822,DOI: 10.5281/zenodo.3536124,CIF (P1 Symmetry),Open Source,,0
QOPCEE_clean,QOPCEE,CoRE 2019,Real,Machine Learning,2.00794,304.521,611.459,0.4062,0.202297,5.00224,4.42588,DOI: 10.5281/zenodo.3536126,CIF (P1 Symmetry),Open Source,,0
QOPDAA_clean,QOPDAA,CoRE 2019,Real,Machine Learning,2.06645,620.541,1282.32,0.5444,0.263447,6.0704,5.11699,DOI: 10.5281/zenodo.3541551,CIF (P1 Symmetry),Open Source,,0
QOPDEE_clean,QOPDEE,CoRE 2019,Real,Machine Learning,2.09497,496.637,1040.44,0.5118,0.244299,5.73867,3.59336,DOI: 10.5281/zenodo.3536128,CIF (P1 Symmetry),Open Source,,0
QOPHEI_clean,QOPHEI,CoRE 2019,Real,Machine Learning,1.61505,0.0,0.0,0.4602,0.284944,3.51928,2.56912,DOI: 10.5281/zenodo.3536129,CIF (P1 Symmetry),Open Source,,0
QOPPES_clean,QOPPES,CoRE 2019,Real,Machine Learning,0.967554,2049.91,1983.39,0.6408,0.662289,7.05411,5.65156,DOI: 10.5281/zenodo.3536130,CIF (P1 Symmetry),Open Source,,0
QOPPOC_clean,QOPPOC,CoRE 2019,Real,Machine Learning,1.51146,372.007,562.274,0.4702,0.31109,4.21204,3.56876,DOI: 10.5281/zenodo.3536131,CIF (P1 Symmetry),Open Source,,0
QOPZIF_clean,QOPZIF,CoRE 2019,Real,Machine Learning,1.06978,1739.71,1861.11,0.6378,0.596196,6.77563,4.15655,DOI: 10.5281/zenodo.3536132,CIF (P1 Symmetry),Open Source,,0
QOQBII_clean,QOQBII,CoRE 2019,Real,Machine Learning,0.829575,2486.61,2062.83,0.7456,0.898773,11.57216,9.99796,DOI: 10.5281/zenodo.3541552,CIF (P1 Symmetry),Open Source,,1
QOQBOO_clean,QOQBOO,CoRE 2019,Real,Machine Learning,0.631283,3251.35,2052.52,0.7778,1.23209,11.24824,10.19637,DOI: 10.5281/zenodo.3541553,CIF (P1 Symmetry),Open Source,,1
QOQDAD_clean,QOQDAD,CoRE 2019,Real,Machine Learning,1.38228,0.0,0.0,0.4524,0.327285,4.99584,2.9157,DOI: 10.5281/zenodo.3536133,CIF (P1 Symmetry),Open Source,,0
QOQWOK_clean,QOQWOK,CoRE 2019,Real,Machine Learning,0.957359,1525.26,1460.22,0.566,0.59121,8.39175,6.59132,DOI: 10.5281/zenodo.3536135,CIF (P1 Symmetry),Open Source,,0
QOQWOK01_clean,QOQWOK01,CoRE 2019,Real,Machine Learning,0.935461,1575.23,1473.57,0.5784,0.618305,8.63633,6.73186,DOI: 10.5281/zenodo.3536134,CIF (P1 Symmetry),Open Source,,0
QOSJEP_clean,QOSJEP,CoRE 2019,Real,Machine Learning,1.45523,1014.54,1476.39,0.5466,0.37561,5.95986,5.08733,DOI: 10.5281/zenodo.3536136,CIF (P1 Symmetry),Open Source,,0
QOSJIT_clean,QOSJIT,CoRE 2019,Real,Machine Learning,1.13518,1611.9,1829.79,0.6248,0.550399,8.05472,3.98,DOI: 10.5281/zenodo.3536137,CIF (P1 Symmetry),Open Source,,0
QOSJOZ_clean,QOSJOZ,CoRE 2019,Real,Machine Learning,1.14357,1609.4,1840.46,0.6224,0.54426,8.08316,3.97327,DOI: 10.5281/zenodo.3536138,CIF (P1 Symmetry),Open Source,,0
QOSJUF_clean,QOSJUF,CoRE 2019,Real,Machine Learning,1.41231,1085.52,1533.09,0.5616,0.397647,6.12081,5.11749,DOI: 10.5281/zenodo.3536139,CIF (P1 Symmetry),Open Source,,0
