Name ,CSD refc. ,DB Acr. ,GT ,Calc. Type ,Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS ,Source ,CSFT ,CSA 
PUDSUD_CoRE,PUDSUD,CoRE,Real,Grand Canonical Monte Carlo,1.0,2001.9,1995.0,0.66,0.66,7.09,6.03,1.19,12.8,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEVQIX_CoRE,WEVQIX,CoRE,Real,Grand Canonical Monte Carlo,1.37,669.7,916.7,0.37,0.41,8.3,7.09,0.9,12.78,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AFOVOH_CoRE,AFOVOH,CoRE,Real,Grand Canonical Monte Carlo,1.05,1427.3,1496.0,0.63,0.59,8.79,6.85,1.13,12.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CAYCAI_CoRE,CAYCAI,CoRE,Real,Grand Canonical Monte Carlo,1.98,374.7,743.8,0.32,0.24,6.81,3.74,0.63,12.77,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IFUDAO_CoRE,IFUDAO,CoRE,Real,Grand Canonical Monte Carlo,1.77,0.0,0.0,0.12,0.26,2.98,2.84,0.71,12.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MUNPAN_CoRE,MUNPAN,CoRE,Real,Grand Canonical Monte Carlo,0.85,2059.1,1753.0,0.66,0.76,7.43,6.43,1.37,12.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UGUHAG_CoRE,UGUHAG,CoRE,Real,Grand Canonical Monte Carlo,1.73,256.9,444.9,0.45,0.33,4.85,4.37,0.71,12.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIMNIA_CoRE,FIMNIA,CoRE,Real,Grand Canonical Monte Carlo,1.5,0.0,0.0,0.5,0.4,8.68,3.57,0.82,12.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XUMVEH_CoRE,XUMVEH,CoRE,Real,Grand Canonical Monte Carlo,1.14,1512.6,1727.9,0.6,0.55,5.51,5.03,1.05,12.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XEGJIE_CoRE,XEGJIE,CoRE,Real,Grand Canonical Monte Carlo,1.14,1011.1,1155.1,0.54,0.53,6.84,4.32,1.05,12.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MIHHAN_CoRE,MIHHAN,CoRE,Real,Grand Canonical Monte Carlo,1.03,0.0,0.0,0.52,0.6,15.45,3.21,1.17,12.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NALWOO_CoRE,NALWOO,CoRE,Real,Grand Canonical Monte Carlo,1.03,1267.0,1300.3,0.56,0.58,9.16,8.8,1.16,12.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ALIXOJ_CoRE,ALIXOJ,CoRE,Real,Grand Canonical Monte Carlo,0.98,1821.4,1784.7,0.62,0.65,7.86,5.02,1.21,12.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DIBQIQ_CoRE,DIBQIQ,CoRE,Real,Grand Canonical Monte Carlo,0.78,2618.3,2035.9,0.7,0.86,8.64,7.63,1.48,12.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GITTUZ_CoRE,GITTUZ,CoRE,Real,Grand Canonical Monte Carlo,1.03,1150.3,1188.5,0.5,0.6,10.86,8.04,1.17,12.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NEDVUP_CoRE,NEDVUP,CoRE,Real,Grand Canonical Monte Carlo,0.88,2074.8,1832.4,0.64,0.73,7.1,5.28,1.33,12.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OYEJOS_CoRE,OYEJOS,CoRE,Real,Grand Canonical Monte Carlo,0.83,1852.4,1546.4,0.59,0.78,9.56,4.63,1.41,12.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UYOXUC_CoRE,UYOXUC,CoRE,Real,Grand Canonical Monte Carlo,0.88,2486.4,2182.7,0.73,0.78,6.51,4.47,1.31,12.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VISTOG_CoRE,VISTOG,CoRE,Real,Grand Canonical Monte Carlo,1.87,0.0,0.0,0.32,0.31,5.0,2.98,0.66,12.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AFOVIB_CoRE,AFOVIB,CoRE,Real,Grand Canonical Monte Carlo,1.09,1357.0,1485.6,0.64,0.56,8.79,6.74,1.08,12.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CIJVOH_CoRE,CIJVOH,CoRE,Real,Grand Canonical Monte Carlo,1.44,1360.4,1940.5,0.64,0.48,5.73,4.44,0.83,12.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SERJUV_CoRE,SERJUV,CoRE,Real,Grand Canonical Monte Carlo,1.18,1102.9,1297.1,0.54,0.5,8.82,8.12,1.01,12.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VEJYIT01_CoRE,VEJYIT01,CoRE,Real,Grand Canonical Monte Carlo,0.92,1848.0,1716.7,0.61,0.73,6.42,5.29,1.27,12.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AWAWUR_CoRE,AWAWUR,CoRE,Real,Grand Canonical Monte Carlo,0.98,1415.5,1390.7,0.62,0.63,9.42,4.27,1.2,12.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CAGSAG_CoRE,CAGSAG,CoRE,Real,Grand Canonical Monte Carlo,0.96,1828.3,1758.2,0.65,0.69,9.03,5.29,1.21,12.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PUDSIR01_CoRE,PUDSIR01,CoRE,Real,Grand Canonical Monte Carlo,1.03,1832.2,1936.4,0.65,0.63,6.85,5.38,1.14,12.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YEKXET_CoRE,YEKXET,CoRE,Real,Grand Canonical Monte Carlo,0.99,2114.2,2082.9,0.65,0.66,6.45,5.02,1.18,12.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LAJLEP_CoRE,LAJLEP,CoRE,Real,Grand Canonical Monte Carlo,1.0,1088.41,1083.75,0.59,0.59,16.84,7.14,1.2,12.57,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UMARAC_CoRE,UMARAC,CoRE,Real,Grand Canonical Monte Carlo,1.19,1244.2,1478.0,0.5,0.52,7.64,4.05,1.01,12.57,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FAGFUQ_CoRE,FAGFUQ,CoRE,Real,Grand Canonical Monte Carlo,0.84,2278.9,1918.8,0.64,0.77,6.84,5.17,1.37,12.56,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AFOVEX_CoRE,AFOVEX,CoRE,Real,Grand Canonical Monte Carlo,1.02,1479.7,1512.4,0.64,0.61,8.82,6.86,1.15,12.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CAZNEY_CoRE,CAZNEY,CoRE,Real,Grand Canonical Monte Carlo,0.83,2355.2,1959.7,0.67,0.79,6.26,5.09,1.38,12.51,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEVQOD_CoRE,WEVQOD,CoRE,Real,Grand Canonical Monte Carlo,1.51,609.0,922.4,0.37,0.37,8.33,7.14,0.8,12.51,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ELEROD_CoRE,ELEROD,CoRE,Real,Grand Canonical Monte Carlo,2.53,0.0,0.0,0.07,0.15,3.78,3.11,0.49,12.49,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GATJIV_CoRE,GATJIV,CoRE,Real,Grand Canonical Monte Carlo,0.97,804.4,780.9,0.45,0.6,12.96,9.06,1.22,12.49,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XESKEN_CoRE,XESKEN,CoRE,Real,Grand Canonical Monte Carlo,1.1,1077.5,1186.7,0.48,0.5,9.89,9.36,1.08,12.49,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ALULID_CoRE,ALULID,CoRE,Real,Grand Canonical Monte Carlo,0.93,2070.5,1924.6,0.66,0.71,7.82,5.27,1.24,12.48,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HOWPUF_CoRE,HOWPUF,CoRE,Real,Grand Canonical Monte Carlo,0.97,1931.8,1877.1,0.65,0.67,7.93,5.48,1.19,12.48,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NOFRAC_CoRE,NOFRAC,CoRE,Real,Grand Canonical Monte Carlo,2.12,776.7,1646.7,0.62,0.29,6.05,3.81,0.57,12.48,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KAPGUE_CoRE,KAPGUE,CoRE,Real,Grand Canonical Monte Carlo,1.88,0.0,0.0,0.16,0.25,3.49,2.52,0.65,12.46,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EMIGIR_CoRE,EMIGIR,CoRE,Real,Grand Canonical Monte Carlo,1.39,1897.6,2645.4,0.79,0.5,7.59,4.83,0.84,12.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NIJZOV_CoRE,NIJZOV,CoRE,Real,Grand Canonical Monte Carlo,1.54,611.6,942.2,0.37,0.37,8.63,7.08,0.78,12.45,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SUTBIT_CoRE,SUTBIT,CoRE,Real,Grand Canonical Monte Carlo,0.86,1813.27,1552.2,0.66,0.77,8.39,7.96,1.32,12.44,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BEXPAX_CoRE,BEXPAX,CoRE,Real,Grand Canonical Monte Carlo,0.75,4131.4,3094.4,0.77,0.94,6.18,5.83,1.49,12.42,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DANZID_CoRE,DANZID,CoRE,Real,Grand Canonical Monte Carlo,0.97,1646.7,1591.4,0.63,0.66,9.97,8.49,1.19,12.41,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DEYNIG_CoRE,DEYNIG,CoRE,Real,Grand Canonical Monte Carlo,2.42,33.1,80.2,0.18,0.18,4.67,3.77,0.5,12.4,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PUDSOX_CoRE,PUDSOX,CoRE,Real,Grand Canonical Monte Carlo,1.04,1869.4,1952.0,0.65,0.62,7.03,5.77,1.11,12.4,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
JAVNIE_CoRE,JAVNIE,CoRE,Real,Grand Canonical Monte Carlo,0.94,1968.4,1849.4,0.65,0.7,7.28,4.97,1.21,12.39,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LIBZIG_CoRE,LIBZIG,CoRE,Real,Grand Canonical Monte Carlo,1.54,994.5,1535.3,0.56,0.38,5.9,4.69,0.77,12.38,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RULXOM_CoRE,RULXOM,CoRE,Real,Grand Canonical Monte Carlo,0.84,0.0,0.0,0.66,0.78,15.35,3.56,1.35,12.38,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BAKJEE_CoRE,BAKJEE,CoRE,Real,Grand Canonical Monte Carlo,0.92,2136.4,1963.3,0.67,0.69,6.45,5.41,1.23,12.37,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MATVAF_CoRE,MATVAF,CoRE,Real,Grand Canonical Monte Carlo,0.88,2009.1,1764.0,0.63,0.73,7.16,5.91,1.29,12.37,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PUJQEQ_CoRE,PUJQEQ,CoRE,Real,Grand Canonical Monte Carlo,0.67,2726.0,1823.3,0.65,1.03,7.63,6.19,1.65,12.36,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YAPLUY_CoRE,YAPLUY,CoRE,Real,Grand Canonical Monte Carlo,0.99,1601.8,1581.6,0.57,0.64,7.79,6.78,1.18,12.36,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KABXOC_CoRE,KABXOC,CoRE,Real,Grand Canonical Monte Carlo,1.2,1393.7,1666.7,0.59,0.52,5.51,4.95,0.97,12.35,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BEPMEQ_CoRE,BEPMEQ,CoRE,Real,Grand Canonical Monte Carlo,1.01,1055.8,1069.1,0.46,0.61,10.24,10.11,1.17,12.33,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
HASSUR_CoRE,HASSUR,CoRE,Real,Grand Canonical Monte Carlo,1.0,1845.15,1849.21,0.63,0.63,7.03,5.33,1.14,12.33,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TUSGUJ_CoRE,TUSGUJ,CoRE,Real,Grand Canonical Monte Carlo,0.88,1730.62,1529.34,0.65,0.74,11.79,4.89,1.29,12.33,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEMCAU_CoRE,WEMCAU,CoRE,Real,Grand Canonical Monte Carlo,1.75,1065.7,1870.1,0.56,0.34,4.84,4.27,0.68,12.33,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZARMAI_CoRE,ZARMAI,CoRE,Real,Grand Canonical Monte Carlo,1.0,0.0,0.0,0.64,0.64,10.7,2.88,1.16,12.33,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AFOVAT_CoRE,AFOVAT,CoRE,Real,Grand Canonical Monte Carlo,1.04,1441.9,1500.6,0.62,0.59,8.33,6.55,1.11,12.32,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEVQUJ_CoRE,WEVQUJ,CoRE,Real,Grand Canonical Monte Carlo,1.49,634.3,942.3,0.37,0.38,8.44,7.27,0.8,12.32,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MITSIS_CoRE,MITSIS,CoRE,Real,Grand Canonical Monte Carlo,1.06,1554.8,1653.5,0.62,0.6,7.97,6.52,1.09,12.29,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UGUHEK_CoRE,UGUHEK,CoRE,Real,Grand Canonical Monte Carlo,1.76,254.1,446.5,0.42,0.32,4.78,4.11,0.67,12.29,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UJIZET_CoRE,UJIZET,CoRE,Real,Grand Canonical Monte Carlo,1.16,1463.8,1697.6,0.62,0.55,7.09,5.53,0.99,12.29,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GIQHAQ_CoRE,GIQHAQ,CoRE,Real,Grand Canonical Monte Carlo,1.17,974.89,1137.06,0.63,0.54,14.51,14.41,1.0,12.28,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NERSUA_CoRE,NERSUA,CoRE,Real,Grand Canonical Monte Carlo,0.98,1708.1,1676.0,0.59,0.63,7.1,6.68,1.17,12.26,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEMDUP_CoRE,WEMDUP,CoRE,Real,Grand Canonical Monte Carlo,1.58,1197.2,1891.3,0.53,0.39,4.92,4.36,0.74,12.26,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEMFAX_CoRE,WEMFAX,CoRE,Real,Grand Canonical Monte Carlo,1.61,1184.9,1911.7,0.53,0.38,4.9,4.38,0.73,12.26,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OGURAK_CoRE,OGURAK,CoRE,Real,Grand Canonical Monte Carlo,0.97,1764.2,1709.5,0.67,0.69,9.49,5.23,1.17,12.24,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CADQOP_CoRE,CADQOP,CoRE,Real,Grand Canonical Monte Carlo,1.1,1747.7,1916.8,0.65,0.59,6.72,4.82,1.04,12.23,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CAVREY_CoRE,CAVREY,CoRE,Real,Grand Canonical Monte Carlo,1.03,1745.1,1791.6,0.62,0.62,7.18,5.3,1.11,12.23,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MIHHER_CoRE,MIHHER,CoRE,Real,Grand Canonical Monte Carlo,1.01,0.0,0.0,0.52,0.6,15.93,2.86,1.14,12.23,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RAZYIC_CoRE,RAZYIC,CoRE,Real,Grand Canonical Monte Carlo,1.41,1033.4,1452.0,0.64,0.43,7.88,6.21,0.82,12.23,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RIBDEN_CoRE,RIBDEN,CoRE,Real,Grand Canonical Monte Carlo,0.93,2255.5,2102.8,0.66,0.71,6.09,5.1,1.21,12.23,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CAVRAU_CoRE,CAVRAU,CoRE,Real,Grand Canonical Monte Carlo,0.99,1693.6,1683.6,0.64,0.65,8.06,6.43,1.15,12.22,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DANZAV_CoRE,DANZAV,CoRE,Real,Grand Canonical Monte Carlo,1.09,1374.7,1493.4,0.57,0.56,9.72,8.12,1.06,12.22,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FINQOK_CoRE,FINQOK,CoRE,Real,Grand Canonical Monte Carlo,1.4,989.7,1385.3,0.52,0.44,8.73,4.6,0.84,12.22,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SERJOP_CoRE,SERJOP,CoRE,Real,Grand Canonical Monte Carlo,1.47,862.3,1271.8,0.53,0.39,8.82,8.03,0.8,12.22,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEMFEB_CoRE,WEMFEB,CoRE,Real,Grand Canonical Monte Carlo,1.63,1172.7,1915.7,0.53,0.37,4.88,4.37,0.72,12.22,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KANMIX_CoRE,KANMIX,CoRE,Real,Grand Canonical Monte Carlo,1.08,1152.5,1248.5,0.62,0.59,9.77,3.95,1.06,12.2,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZESFUY_CoRE,ZESFUY,CoRE,Real,Grand Canonical Monte Carlo,0.87,1786.5,1546.7,0.69,0.76,9.56,8.12,1.29,12.2,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FAYQIH_CoRE,FAYQIH,CoRE,Real,Grand Canonical Monte Carlo,0.9,1871.6,1687.6,0.62,0.71,8.26,5.36,1.26,12.19,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XALTOV_CoRE,XALTOV,CoRE,Real,Grand Canonical Monte Carlo,1.1,0.0,0.0,0.65,0.58,12.17,3.01,1.04,12.19,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TAMJEY_CoRE,TAMJEY,CoRE,Real,Grand Canonical Monte Carlo,1.17,1268.4,1480.9,0.52,0.53,9.36,7.42,0.99,12.17,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IZEBAR_CoRE,IZEBAR,CoRE,Real,Grand Canonical Monte Carlo,1.11,1879.1,2078.9,0.67,0.58,6.52,4.43,1.03,12.15,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEMBUN_CoRE,WEMBUN,CoRE,Real,Grand Canonical Monte Carlo,1.71,1093.1,1866.8,0.53,0.35,4.84,4.3,0.68,12.15,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LEVLEF_CoRE,LEVLEF,CoRE,Real,Grand Canonical Monte Carlo,0.88,1046.7,924.3,0.6,0.7,20.19,6.87,1.29,12.14,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SENWEP_CoRE,SENWEP,CoRE,Real,Grand Canonical Monte Carlo,1.24,0.0,0.0,0.53,0.52,5.94,3.32,0.92,12.14,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UGUGUZ_CoRE,UGUGUZ,CoRE,Real,Grand Canonical Monte Carlo,1.8,241.5,433.8,0.43,0.31,4.77,4.08,0.64,12.12,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BAWRUO_CoRE,BAWRUO,CoRE,Real,Grand Canonical Monte Carlo,2.72,455.2,1237.9,0.53,0.21,7.3,5.69,0.43,12.11,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CEDFIC_CoRE,CEDFIC,CoRE,Real,Grand Canonical Monte Carlo,1.21,1375.7,1670.4,0.59,0.51,5.49,4.95,0.95,12.11,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FAKMAH_CoRE,FAKMAH,CoRE,Real,Grand Canonical Monte Carlo,0.76,2103.4,1592.1,0.64,0.87,8.52,7.68,1.46,12.11,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RULXUS_CoRE,RULXUS,CoRE,Real,Grand Canonical Monte Carlo,0.84,1695.4,1428.4,0.68,0.79,15.25,3.91,1.32,12.11,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
BOCKOT_CoRE,BOCKOT,CoRE,Real,Grand Canonical Monte Carlo,1.38,0.0,0.0,0.49,0.44,4.82,3.42,0.83,12.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EBIDOK_CoRE,EBIDOK,CoRE,Real,Grand Canonical Monte Carlo,0.88,1784.0,1570.9,0.58,0.73,10.15,7.28,1.28,12.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IPIFAP_CoRE,IPIFAP,CoRE,Real,Grand Canonical Monte Carlo,1.44,936.7,1351.7,0.51,0.42,7.07,5.9,0.81,12.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KIFJUF_CoRE,KIFJUF,CoRE,Real,Grand Canonical Monte Carlo,0.82,2654.0,2180.4,0.59,0.78,5.86,4.66,1.36,12.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SENVIR_CoRE,SENVIR,CoRE,Real,Grand Canonical Monte Carlo,0.85,1670.0,1419.8,0.69,0.78,15.37,3.89,1.31,12.1,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XESKAJ_CoRE,XESKAJ,CoRE,Real,Grand Canonical Monte Carlo,1.11,1141.6,1262.5,0.52,0.51,9.86,9.29,1.03,12.09,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EMIFOW_CoRE,EMIFOW,CoRE,Real,Grand Canonical Monte Carlo,1.4,1925.7,2700.3,0.8,0.5,7.57,4.85,0.81,12.07,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RULQIY_CoRE,RULQIY,CoRE,Real,Grand Canonical Monte Carlo,1.57,606.4,953.4,0.37,0.36,8.45,6.9,0.75,12.07,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XUMVAD_CoRE,XUMVAD,CoRE,Real,Grand Canonical Monte Carlo,1.24,1328.7,1650.0,0.6,0.5,5.48,5.11,0.92,12.07,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEMFIF_CoRE,WEMFIF,CoRE,Real,Grand Canonical Monte Carlo,1.67,1100.2,1833.6,0.53,0.36,4.86,4.35,0.69,12.06,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XALROT_CoRE,XALROT,CoRE,Real,Grand Canonical Monte Carlo,0.97,1860.54,1812.76,0.65,0.67,7.85,4.29,1.14,12.06,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YEYFEP_CoRE,YEYFEP,CoRE,Real,Grand Canonical Monte Carlo,1.2,1581.5,1890.8,0.65,0.55,6.98,4.14,0.95,12.06,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ETEJOD01_CoRE,ETEJOD01,CoRE,Real,Grand Canonical Monte Carlo,1.1,1945.6,2142.0,0.68,0.59,6.67,4.97,1.02,12.05,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MULQOA_CoRE,MULQOA,CoRE,Real,Grand Canonical Monte Carlo,1.29,1471.0,1900.6,0.58,0.49,5.83,5.12,0.89,12.05,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VIGNOQ_CoRE,VIGNOQ,CoRE,Real,Grand Canonical Monte Carlo,1.43,0.0,0.0,0.5,0.42,8.75,3.13,0.81,12.05,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XINWUO_CoRE,XINWUO,CoRE,Real,Grand Canonical Monte Carlo,1.1,1571.6,1726.1,0.55,0.61,6.29,4.29,1.03,12.05,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AFOTUL_CoRE,AFOTUL,CoRE,Real,Grand Canonical Monte Carlo,1.06,1434.2,1519.8,0.64,0.59,8.8,6.81,1.06,12.02,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PUDSIR_CoRE,PUDSIR,CoRE,Real,Grand Canonical Monte Carlo,1.06,1901.2,1961.6,0.64,0.61,7.0,5.85,1.06,12.01,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IVEHEW_CoRE,IVEHEW,CoRE,Real,Grand Canonical Monte Carlo,0.86,1955.3,1677.5,0.65,0.76,8.09,6.65,1.27,12.0,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MEFHUC_CoRE,MEFHUC,CoRE,Real,Grand Canonical Monte Carlo,0.95,0.0,0.0,0.57,0.65,13.74,3.23,1.18,12.0,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IXEDUK_CoRE,IXEDUK,CoRE,Real,Grand Canonical Monte Carlo,0.94,1713.9,1610.5,0.62,0.67,8.84,6.76,1.19,11.99,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DEFRIR_CoRE,DEFRIR,CoRE,Real,Grand Canonical Monte Carlo,1.37,0.0,0.0,0.49,0.44,4.81,3.43,0.83,11.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OPENUT_CoRE,OPENUT,CoRE,Real,Grand Canonical Monte Carlo,1.41,958.8,1354.5,0.52,0.4,7.64,6.83,0.81,11.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VAHVOR_CoRE,VAHVOR,CoRE,Real,Grand Canonical Monte Carlo,1.15,1784.0,2042.9,0.66,0.55,6.4,4.82,0.98,11.98,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FINQUQ_CoRE,FINQUQ,CoRE,Real,Grand Canonical Monte Carlo,1.42,929.4,1316.9,0.51,0.43,8.68,4.51,0.81,11.97,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LAJKUE_CoRE,LAJKUE,CoRE,Real,Grand Canonical Monte Carlo,1.08,949.73,1023.65,0.58,0.54,16.15,6.68,1.06,11.97,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RIBDAJ_CoRE,RIBDAJ,CoRE,Real,Grand Canonical Monte Carlo,0.93,2292.2,2125.7,0.66,0.72,5.98,5.03,1.19,11.96,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ELERIX_CoRE,ELERIX,CoRE,Real,Grand Canonical Monte Carlo,2.48,0.0,0.0,0.07,0.15,3.89,3.29,0.48,11.94,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DUQSEO_CoRE,DUQSEO,CoRE,Real,Grand Canonical Monte Carlo,1.73,0.0,0.0,0.18,0.26,3.78,3.47,0.67,11.93,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
