Name ,CSD refc. ,DB Acr. ,GT ,Calc. Type ,Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS ,Source ,CSFT ,CSA 
VASKOR_CoRE,VASKOR,CoRE,Real,Grand Canonical Monte Carlo,1.16,772.6,894.8,0.38,0.47,4.42,4.16,0.48,5.76,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YEZKOF_CoRE,YEZKOF,CoRE,Real,Grand Canonical Monte Carlo,1.17,0.0,0.0,0.4,0.45,6.11,3.29,0.47,5.76,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ATIBOU_CoRE,ATIBOU,CoRE,Real,Grand Canonical Monte Carlo,1.66,418.1,665.9,0.27,0.28,5.13,4.02,0.34,5.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FATKOC_CoRE,FATKOC,CoRE,Real,Grand Canonical Monte Carlo,1.91,273.9,522.6,0.32,0.24,4.68,3.79,0.29,5.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FERWAC_CoRE,FERWAC,CoRE,Real,Grand Canonical Monte Carlo,1.42,616.7,877.9,0.44,0.39,4.92,3.88,0.39,5.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NACYOG_CoRE,NACYOG,CoRE,Real,Grand Canonical Monte Carlo,1.46,560.8,819.8,0.4,0.34,5.75,4.06,0.38,5.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PENZUE_CoRE,PENZUE,CoRE,Real,Grand Canonical Monte Carlo,1.64,0.0,0.0,0.15,0.26,3.89,3.09,0.35,5.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QOCBEQ_CoRE,QOCBEQ,CoRE,Real,Grand Canonical Monte Carlo,0.97,1157.11,1124.84,0.55,0.57,7.46,4.26,0.56,5.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TEJGAS_CoRE,TEJGAS,CoRE,Real,Grand Canonical Monte Carlo,1.91,262.4,501.3,0.32,0.24,4.74,3.78,0.29,5.75,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KIPJOK_CoRE,KIPJOK,CoRE,Real,Grand Canonical Monte Carlo,1.64,574.9,945.6,0.35,0.28,7.22,5.54,0.34,5.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RIGWIP_CoRE,RIGWIP,CoRE,Real,Grand Canonical Monte Carlo,2.25,285.1,642.2,0.33,0.18,5.4,5.17,0.25,5.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VINHEH_CoRE,VINHEH,CoRE,Real,Grand Canonical Monte Carlo,1.33,0.0,0.0,0.28,0.37,6.97,3.36,0.42,5.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WAJLEA_CoRE,WAJLEA,CoRE,Real,Grand Canonical Monte Carlo,1.16,606.7,706.1,0.32,0.43,4.79,4.12,0.48,5.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WEHNAA_CoRE,WEHNAA,CoRE,Real,Grand Canonical Monte Carlo,1.38,0.0,0.0,0.17,0.31,4.78,3.11,0.41,5.74,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RUVMAX_CoRE,RUVMAX,CoRE,Real,Grand Canonical Monte Carlo,1.2,999.7,1200.4,0.53,0.48,5.22,4.41,0.45,5.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WUPNIF_CoRE,WUPNIF,CoRE,Real,Grand Canonical Monte Carlo,1.77,0.0,0.0,0.33,0.22,4.11,3.09,0.32,5.73,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ATIBOU01_CoRE,ATIBOU01,CoRE,Real,Grand Canonical Monte Carlo,1.59,329.2,547.3,0.3,0.3,4.76,3.95,0.35,5.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJCUX_CoRE,FIJCUX,CoRE,Real,Grand Canonical Monte Carlo,1.26,1165.2,1425.3,0.55,0.47,7.35,6.13,0.43,5.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GIHPEU_CoRE,GIHPEU,CoRE,Real,Grand Canonical Monte Carlo,1.35,0.0,0.0,0.4,0.39,6.1,3.29,0.41,5.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUSJOZ_CoRE,LUSJOZ,CoRE,Real,Grand Canonical Monte Carlo,1.18,902.7,1064.6,0.48,0.44,6.15,5.47,0.46,5.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
NATHOH_CoRE,NATHOH,CoRE,Real,Grand Canonical Monte Carlo,2.17,344.4,748.4,0.31,0.21,5.49,3.97,0.26,5.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UXUZAP_CoRE,UXUZAP,CoRE,Real,Grand Canonical Monte Carlo,1.24,0.0,0.0,0.41,0.43,4.84,3.61,0.44,5.72,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ACIBIY_CoRE,ACIBIY,CoRE,Real,Grand Canonical Monte Carlo,1.74,328.2,569.5,0.29,0.27,5.1,3.73,0.32,5.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EBUQOH_CoRE,EBUQOH,CoRE,Real,Grand Canonical Monte Carlo,1.15,0.0,0.0,0.3,0.41,7.82,3.21,0.48,5.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LOWPUI_CoRE,LOWPUI,CoRE,Real,Grand Canonical Monte Carlo,1.29,819.6,1058.4,0.52,0.42,5.9,5.01,0.42,5.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QAVWAN_CoRE,QAVWAN,CoRE,Real,Grand Canonical Monte Carlo,1.14,802.4,918.4,0.47,0.46,6.36,4.74,0.48,5.71,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJDIM02_CoRE,FIJDIM02,CoRE,Real,Grand Canonical Monte Carlo,1.24,832.5,1031.7,0.51,0.43,5.88,5.12,0.44,5.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KEJBOQ_CoRE,KEJBOQ,CoRE,Real,Grand Canonical Monte Carlo,1.31,519.5,680.1,0.45,0.41,5.18,3.93,0.42,5.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YAQZUN_CoRE,YAQZUN,CoRE,Real,Grand Canonical Monte Carlo,2.96,0.0,0.0,0.29,0.16,4.42,2.72,0.19,5.7,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EQOCES01_CoRE,EQOCES01,CoRE,Real,Grand Canonical Monte Carlo,1.09,0.0,0.0,0.42,0.53,5.6,2.47,0.5,5.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KIPJIE_CoRE,KIPJIE,CoRE,Real,Grand Canonical Monte Carlo,1.65,559.8,923.9,0.34,0.28,6.99,5.51,0.34,5.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YEZKEV_CoRE,YEZKEV,CoRE,Real,Grand Canonical Monte Carlo,1.1,0.0,0.0,0.41,0.47,5.98,3.43,0.49,5.69,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EBUREA_CoRE,EBUREA,CoRE,Real,Grand Canonical Monte Carlo,1.31,744.4,976.6,0.39,0.36,5.12,4.44,0.42,5.68,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GAZLAW_CoRE,GAZLAW,CoRE,Real,Grand Canonical Monte Carlo,1.14,0.0,0.0,0.38,0.46,5.89,3.43,0.48,5.67,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
GAYTEH_CoRE,GAYTEH,CoRE,Real,Grand Canonical Monte Carlo,1.37,0.0,0.0,0.36,0.37,7.25,3.66,0.4,5.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QITYOI_CoRE,QITYOI,CoRE,Real,Grand Canonical Monte Carlo,1.38,675.1,933.3,0.41,0.4,5.05,3.87,0.4,5.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YANBAR02_CoRE,YANBAR02,CoRE,Real,Grand Canonical Monte Carlo,1.73,325.5,574.2,0.29,0.27,4.95,3.8,0.32,5.66,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FERVIJ_CoRE,FERVIJ,CoRE,Real,Grand Canonical Monte Carlo,1.87,0.0,0.0,0.42,0.29,4.83,3.68,0.29,5.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJDIM10_CoRE,FIJDIM10,CoRE,Real,Grand Canonical Monte Carlo,1.24,825.3,1018.3,0.49,0.42,5.83,5.08,0.43,5.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IJOMOJ02_CoRE,IJOMOJ02,CoRE,Real,Grand Canonical Monte Carlo,1.62,380.8,615.1,0.28,0.29,4.95,3.94,0.34,5.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEMRIK_CoRE,PEMRIK,CoRE,Real,Grand Canonical Monte Carlo,1.19,0.0,0.0,0.47,0.45,6.32,3.46,0.45,5.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
SEJBAL_CoRE,SEJBAL,CoRE,Real,Grand Canonical Monte Carlo,1.17,440.4,515.5,0.36,0.44,5.28,3.84,0.46,5.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WOZSOT_CoRE,WOZSOT,CoRE,Real,Grand Canonical Monte Carlo,1.6,0.0,0.0,0.32,0.32,7.64,3.7,0.34,5.65,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AVAQIX_CoRE,AVAQIX,CoRE,Real,Grand Canonical Monte Carlo,1.31,0.0,0.0,0.5,0.42,5.45,3.64,0.41,5.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DEFKUU_CoRE,DEFKUU,CoRE,Real,Grand Canonical Monte Carlo,1.71,753.2,1288.8,0.46,0.31,5.41,4.54,0.32,5.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
DIXKOL_CoRE,DIXKOL,CoRE,Real,Grand Canonical Monte Carlo,1.41,789.2,1115.8,0.48,0.37,7.17,4.72,0.38,5.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LIRVAK_CoRE,LIRVAK,CoRE,Real,Grand Canonical Monte Carlo,0.91,1191.3,1089.9,0.48,0.63,5.33,4.25,0.58,5.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PASTOU_CoRE,PASTOU,CoRE,Real,Grand Canonical Monte Carlo,1.59,417.7,663.0,0.3,0.3,6.67,4.52,0.35,5.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
RATNIL_CoRE,RATNIL,CoRE,Real,Grand Canonical Monte Carlo,1.12,0.0,0.0,0.53,0.51,4.99,3.38,0.47,5.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UFOFIF_CoRE,UFOFIF,CoRE,Real,Grand Canonical Monte Carlo,1.32,0.0,0.0,0.29,0.38,4.79,3.65,0.41,5.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ZAYKAN_CoRE,ZAYKAN,CoRE,Real,Grand Canonical Monte Carlo,3.88,0.0,0.0,0.14,0.1,4.55,3.26,0.14,5.64,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FATKAO_CoRE,FATKAO,CoRE,Real,Grand Canonical Monte Carlo,1.95,246.3,480.3,0.31,0.24,4.66,3.81,0.28,5.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJDIM07_CoRE,FIJDIM07,CoRE,Real,Grand Canonical Monte Carlo,1.23,885.1,1082.3,0.52,0.43,6.03,5.22,0.43,5.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUSHUD_CoRE,LUSHUD,CoRE,Real,Grand Canonical Monte Carlo,1.27,638.9,812.6,0.4,0.38,5.21,4.69,0.43,5.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
YUNKIC_CoRE,YUNKIC,CoRE,Real,Grand Canonical Monte Carlo,1.48,291.9,430.8,0.37,0.34,5.45,3.99,0.37,5.63,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CAYSIE_CoRE,CAYSIE,CoRE,Real,Grand Canonical Monte Carlo,1.17,484.0,565.2,0.24,0.4,7.01,4.99,0.47,5.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PEHQID_CoRE,PEHQID,CoRE,Real,Grand Canonical Monte Carlo,1.47,542.8,795.5,0.37,0.36,5.14,3.78,0.37,5.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QIFLIC_CoRE,QIFLIC,CoRE,Real,Grand Canonical Monte Carlo,1.5,0.0,0.0,0.3,0.32,5.59,2.79,0.36,5.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UZUNEJ_CoRE,UZUNEJ,CoRE,Real,Grand Canonical Monte Carlo,1.26,717.7,907.9,0.37,0.4,7.3,6.59,0.43,5.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
VAYDOQ_CoRE,VAYDOQ,CoRE,Real,Grand Canonical Monte Carlo,1.38,0.0,0.0,0.29,0.3,4.11,2.54,0.39,5.62,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
REFJET_CoRE,REFJET,CoRE,Real,Grand Canonical Monte Carlo,1.48,662.6,982.8,0.44,0.31,6.28,5.87,0.36,5.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
TIRLIQ_CoRE,TIRLIQ,CoRE,Real,Grand Canonical Monte Carlo,1.35,414.6,557.7,0.31,0.36,5.17,4.02,0.4,5.61,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJDIM06_CoRE,FIJDIM06,CoRE,Real,Grand Canonical Monte Carlo,1.23,874.3,1072.8,0.52,0.43,6.02,5.19,0.43,5.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QIFLOI_CoRE,QIFLOI,CoRE,Real,Grand Canonical Monte Carlo,1.39,0.0,0.0,0.53,0.38,5.67,3.53,0.39,5.6,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
EMIHAK_CoRE,EMIHAK,CoRE,Real,Grand Canonical Monte Carlo,1.69,610.44,1030.9,0.53,0.31,6.05,4.7,0.32,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJDIM03_CoRE,FIJDIM03,CoRE,Real,Grand Canonical Monte Carlo,1.24,845.0,1043.2,0.51,0.43,5.91,5.14,0.43,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJDIM08_CoRE,FIJDIM08,CoRE,Real,Grand Canonical Monte Carlo,1.22,895.7,1093.1,0.52,0.44,6.04,5.24,0.43,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IJASAO_CoRE,IJASAO,CoRE,Real,Grand Canonical Monte Carlo,1.22,725.4,882.8,0.44,0.43,5.98,3.81,0.44,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
KEVVIS_CoRE,KEVVIS,CoRE,Real,Grand Canonical Monte Carlo,1.16,734.3,852.4,0.37,0.45,6.5,5.82,0.46,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PURQEZ_CoRE,PURQEZ,CoRE,Real,Grand Canonical Monte Carlo,1.26,0.0,0.0,0.31,0.44,4.01,3.34,0.42,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PUSDIR_CoRE,PUSDIR,CoRE,Real,Grand Canonical Monte Carlo,1.12,965.2,1085.0,0.45,0.48,6.98,5.27,0.48,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UZUNAF_CoRE,UZUNAF,CoRE,Real,Grand Canonical Monte Carlo,1.27,741.8,941.8,0.37,0.4,7.28,6.54,0.43,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
UZUNAF01_CoRE,UZUNAF01,CoRE,Real,Grand Canonical Monte Carlo,1.27,741.3,938.6,0.37,0.39,7.3,6.58,0.43,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
XAXQEU_CoRE,XAXQEU,CoRE,Real,Grand Canonical Monte Carlo,1.72,0.0,0.0,0.31,0.26,4.23,3.21,0.32,5.59,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CUTFUT_CoRE,CUTFUT,CoRE,Real,Grand Canonical Monte Carlo,1.0,1012.5,1009.2,0.44,0.55,6.48,4.49,0.53,5.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ELELEN_CoRE,ELELEN,CoRE,Real,Grand Canonical Monte Carlo,0.92,1135.2,1039.6,0.41,0.64,7.07,4.19,0.57,5.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
OPOBOL_CoRE,OPOBOL,CoRE,Real,Grand Canonical Monte Carlo,1.97,0.0,0.0,0.09,0.17,3.23,2.65,0.28,5.58,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
IXURID_CoRE,IXURID,CoRE,Real,Grand Canonical Monte Carlo,1.15,1034.2,1189.9,0.52,0.48,5.42,4.18,0.46,5.57,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MEJQOJ_CoRE,MEJQOJ,CoRE,Real,Grand Canonical Monte Carlo,1.21,0.0,0.0,0.43,0.45,5.07,3.68,0.44,5.57,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
ORAGEU_CoRE,ORAGEU,CoRE,Real,Grand Canonical Monte Carlo,3.26,118.5,386.5,0.2,0.14,5.43,4.15,0.17,5.57,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
AWEDOW_CoRE,AWEDOW,CoRE,Real,Grand Canonical Monte Carlo,1.06,779.3,826.3,0.36,0.51,7.02,4.51,0.5,5.56,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
CUCSAU_CoRE,CUCSAU,CoRE,Real,Grand Canonical Monte Carlo,0.84,1112.0,934.4,0.35,0.62,5.58,4.21,0.63,5.56,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJDIM09_CoRE,FIJDIM09,CoRE,Real,Grand Canonical Monte Carlo,1.22,803.8,993.8,0.52,0.44,5.79,4.98,0.43,5.56,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
JIXWUJ_CoRE,JIXWUJ,CoRE,Real,Grand Canonical Monte Carlo,1.63,344.0,563.8,0.27,0.29,4.91,3.92,0.33,5.56,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
LUSJIT_CoRE,LUSJIT,CoRE,Real,Grand Canonical Monte Carlo,1.19,863.6,1027.3,0.48,0.44,6.1,5.42,0.44,5.56,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJDIM01_CoRE,FIJDIM01,CoRE,Real,Grand Canonical Monte Carlo,1.25,825.4,1024.7,0.51,0.42,5.86,5.1,0.42,5.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
MALYIJ_CoRE,MALYIJ,CoRE,Real,Grand Canonical Monte Carlo,0.91,1134.6,1027.9,0.42,0.64,5.56,4.37,0.58,5.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
QETSOY_CoRE,QETSOY,CoRE,Real,Grand Canonical Monte Carlo,2.15,0.0,0.0,0.18,0.19,3.67,2.65,0.25,5.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
WAMRIN01_CoRE,WAMRIN01,CoRE,Real,Grand Canonical Monte Carlo,0.94,1384.5,1334.3,0.63,0.63,7.25,5.56,0.55,5.55,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
FIJDIM12_CoRE,FIJDIM12,CoRE,Real,Grand Canonical Monte Carlo,1.24,830.4,1034.3,0.51,0.43,5.85,5.1,0.42,5.54,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
PAMHES01_CoRE,PAMHES01,CoRE,Real,Grand Canonical Monte Carlo,1.42,0.0,0.0,0.33,0.37,4.34,3.09,0.38,5.54,DOI: 10.1021/cm502594j,CIF (P1 Symmetry),Open Source
